Date,Close,High,Low,Open,Volume,Target
2004-08-01,2.5496222972869873,2.8263273942932896,2.3899746841250313,2.4905954959663092,2672137188.0,1
2004-09-01,3.227810859680176,3.3628015622184333,2.4641947092489103,2.557841025507238,4249913832.0,1
2004-10-01,4.748071193695068,4.979945747750528,3.2103775443974754,3.2576984122340313,10272433284.0,0
2004-11-01,4.532384395599365,5.021039246073725,4.01757893675278,4.82054697743915,11092660236.0,1
2004-12-01,4.801618576049805,4.978201155913816,4.195905745326859,4.531637165314107,5807878308.0,1
2005-01-01,4.872101783752441,5.113192444009424,4.390670755714312,4.916435004819851,8198389404.0,0
2005-02-01,4.682069778442383,5.39961044794959,4.507978183491528,4.841219114986014,13011367608.0,0
2005-03-01,4.495772838592529,4.728394324188306,4.29802025421397,4.714447238269656,6871082040.0,1
2005-04-01,5.479309558868408,5.597363158221883,4.479086723323489,4.526906119067393,9058576356.0,1
2005-05-01,6.905673503875732,6.933816825856755,5.48453943700059,5.530366596341929,10140601248.0,1
2005-06-01,7.326085567474365,7.70216526417655,6.660598001726933,7.053365417229819,15544507932.0,0
2005-07-01,7.166935920715332,7.915110804591588,7.14775861762626,7.348250891022685,8189766036.0,0
2005-08-01,7.123101711273193,7.464812220081575,6.808042007280705,7.17590217681357,5713157124.0,1
2005-09-01,7.8817362785339355,7.993564964735054,7.0981956232239165,7.120860053720867,6799321872.0,1
2005-10-01,9.268500328063965,9.333504789877766,7.239661226205303,7.811253541780648,7710781500.0,1
2005-11-01,10.08466911315918,10.740442758257558,9.190544495074672,9.261527572027546,8458177356.0,1
2005-12-01,10.33248233795166,11.113283797306952,9.937723173396522,10.191514684451036,7943316732.0,1
2006-01-01,10.775808334350586,11.833066730413965,9.831374749851499,10.523263028630812,11949642396.0,0
2006-02-01,9.031397819519043,10.124270777631413,8.413977783057883,9.689162807671508,11889099000.0,1
2006-03-01,9.7133207321167,9.937474506504742,8.257567414839652,9.17933652833329,12258289440.0,1
2006-04-01,10.40919303894043,11.225609939140996,9.661766028185738,9.70161552683591,7405167420.0,0
2006-05-01,9.260530471801758,10.44655153777922,8.980338726562755,10.422393165885707,7030554408.0,1
2006-06-01,10.443812370300293,10.443812370300293,9.255051142571364,9.303368835682393,5689528776.0,0
2006-07-01,9.628641128540039,10.65700781304728,9.406729204044682,10.461496121994628,5095775124.0,0
2006-08-01,9.42764949798584,9.71332060270218,9.04982578104273,9.591530254028225,4274601120.0,1
2006-09-01,10.0097017288208,10.4278722879181,9.382569277919828,9.488917175316839,4857193944.0,1
2006-10-01,11.864945411682129,12.252730307892943,9.917300264624563,10.009701548629623,6334219440.0,1
2006-11-01,12.074653625488281,12.776752678758234,11.582760783490032,11.923972510233234,4732874388.0,0
2006-12-01,11.468692779541016,12.2636895293622,11.265958167834885,12.103794194522328,3662901432.0,1
2007-01-01,12.490334510803223,12.77675355581321,11.484383572913057,11.606173930401415,4978500516.0,0
2007-02-01,11.193979263305664,12.60266120751974,11.034332591369598,12.602412533734368,4552007436.0,1
2007-03-01,11.410909652709961,11.606173616072445,10.883900636334056,11.025117917350189,4719931344.0,1
2007-04-01,11.740166664123535,12.26618096950632,11.260477813884664,11.400947171058364,3714621660.0,1
2007-05-01,12.400921821594238,12.671649735829918,11.39223169407037,11.760341967925786,3979284732.0,1
2007-06-01,13.018341064453125,13.324434761001374,12.392952130798763,12.477881820255824,5156774064.0,0
2007-07-01,12.702034950256348,13.911965713510973,12.425079760751252,13.087827624658647,4660566768.0,1
2007-08-01,12.83279037475586,13.120952957748617,11.96631323570182,12.714487155665376,3544479972.0,1
2007-09-01,14.128398895263672,14.240974084814855,12.723952979679643,12.827062430280721,2773775448.0,1
2007-10-01,17.60850715637207,17.60850715637207,14.186678421350704,14.1956439645383,6211821960.0,0
2007-11-01,17.259822845458984,18.61072120066222,15.342563364548562,17.503652209959235,6852148992.0,0
2007-12-01,17.221965789794922,18.051831888906623,16.2511320411332,17.210261038618324,3409151436.0,0
2008-01-01,14.054429054260254,17.368664010843087,12.926189458332095,17.256586167511937,6305264424.0,0
2008-02-01,11.735185623168945,13.475116115219567,11.129223649228509,13.167029248341743,7080332580.0,0
